dept_id,dept_name,dept_campus,salary_total,avg_salary,avg_salary_m,avg_salary_f,avg_salary_unknown_gender,expenses_total,avg_expenses,avg_emp_rating,num_ratings,num_employees,female_count,male_count,no_gender_count
313,"Senior Directors Office Sd&S",NULL,462113,115528.2500,95419.0000,122231.3333,NULL,23227,5806.7500,NULL,0,4,3,1,0
188,"Midwifery Program",NULL,452049,113012.2500,NULL,97039.5000,128985.0000,20949,5237.2500,NULL,0,4,2,0,2
83,"Ubco-Ctr For Teaching&Learning",NULL,448837,89767.4000,94072.6667,83309.5000,NULL,16701,3340.2000,NULL,0,5,2,3,0
148,Studenthousing&Hospitalityserv,NULL,443384,110846.0000,118535.3333,87778.0000,NULL,9994,2498.5000,NULL,0,4,1,3,0
82,"N.I.T.E.P. Office",NULL,441725,88345.0000,81312.0000,92612.6667,82575.0000,22973,4594.6000,NULL,0,5,3,1,1
211,"Dentistry - Technology Support",NULL,436187,87237.4000,86874.6667,NULL,87781.5000,0,0.0000,NULL,0,5,0,3,2
314,"Peter Wall Ins For Adv Studies",NULL,434540,144846.6667,NULL,144846.6667,NULL,49224,16408.0000,NULL,0,3,3,0,0
167,"Education, Dean'S Office",NULL,434293,86858.6000,NULL,80820.0000,88368.2500,4132,826.4000,NULL,0,5,1,0,4
16,Ubco-Ctv&Crtstud.-Dean'Soffice,NULL,433828,144609.3333,NULL,129938.0000,151945.0000,38158,12719.3333,NULL,0,3,1,0,2
252,"Budget Office & Mgmt Reporting",NULL,433363,86672.6000,85181.0000,78380.0000,106241.0000,5691,1138.2000,NULL,0,5,2,2,1
343,"First Nations House Learning",NULL,432734,144244.6667,154162.5000,124409.0000,NULL,5393,1797.6667,NULL,0,3,1,2,0
359,"Public Affairs",NULL,431668,107917.0000,106037.5000,130073.0000,89520.0000,12296,3074.0000,NULL,0,4,1,2,1
388,"Ubc Vantage College",NULL,428839,142946.3333,151883.0000,125073.0000,NULL,38061,12687.0000,NULL,0,3,1,2,0
292,"Fac Med Facilities",NULL,419100,104775.0000,82997.0000,112034.3333,NULL,6480,1620.0000,NULL,0,4,3,1,0
87,"Ubco - Human Resources",NULL,415042,103760.5000,101444.0000,113096.5000,87405.0000,22345,5586.2500,NULL,0,4,2,1,1
251,"Ubco - Development",NULL,412733,103183.2500,84054.0000,122312.5000,NULL,38367,9591.7500,NULL,0,4,2,2,0
220,"Library - Irving K.Barber",NULL,412161,103040.2500,108558.0000,NULL,86487.0000,17798,4449.5000,NULL,0,4,0,3,1
348,"Geriatric Medicine Division",NULL,395177,98794.2500,106085.0000,NULL,91503.5000,7400,1850.0000,NULL,0,4,0,2,2
172,"Inst.Gndr,Race,Sex,Socljustce",NULL,390201,130067.0000,NULL,97371.0000,146415.0000,14941,4980.3333,NULL,0,3,1,0,2
193,"Inst. For Comp,Info&Cogntv Sys",NULL,389954,129984.6667,233576.0000,78189.0000,NULL,79569,26523.0000,NULL,0,3,2,1,0
207,"Building Ops - Trades Admin",NULL,388928,97232.0000,96123.3333,100558.0000,NULL,5376,1344.0000,NULL,0,4,1,3,0
281,"C+Cp Planning & Design",NULL,387176,96794.0000,96794.0000,NULL,NULL,20188,5047.0000,NULL,0,4,0,4,0
169,"Teacher Education Office",NULL,386090,96522.5000,96864.6667,95496.0000,NULL,10125,2531.2500,NULL,0,4,1,3,0
340,"Botanical Grdn & Ctr For Hort.",NULL,386025,96506.2500,102492.3333,78548.0000,NULL,9944,2486.0000,NULL,0,4,1,3,0
322,"Parking Services",NULL,382186,95546.5000,113096.5000,75638.0000,80355.0000,17346,4336.5000,NULL,0,4,1,2,1
179,Ubco-Dep.Vicechanclr&Prncplofc,NULL,379952,189976.0000,NULL,189976.0000,NULL,67403,33701.5000,NULL,0,2,2,0,0
75,"Undergraduate Admissions",NULL,379014,94753.5000,116358.0000,93462.0000,84597.0000,6541,1635.2500,NULL,0,4,1,1,2
243,"Conferences & Accommodation",NULL,377516,94379.0000,NULL,89222.5000,99535.5000,33809,8452.2500,NULL,0,4,2,0,2
156,"Prof Dvlpmnt & Cmty Engagement",NULL,377056,94264.0000,90143.0000,95789.0000,95335.0000,10928,2732.0000,NULL,0,4,2,1,1
294,"Finance (Blding Operations)",NULL,366192,91548.0000,86526.0000,75663.0000,117477.0000,7816,1954.0000,NULL,0,4,1,2,1
339,"Ubc It - Learning Applications",NULL,361026,90256.5000,90256.5000,NULL,NULL,1170,292.5000,NULL,0,4,0,4,0
134,"Ctr-Molecular Med&Therapeutics",NULL,357621,89405.2500,90255.6667,86854.0000,NULL,437,109.2500,NULL,0,4,1,3,0
360,"Centre For Hip Health",NULL,357129,89282.2500,NULL,97758.5000,80806.0000,3146,786.5000,NULL,0,4,2,0,2
323,Vpcoms&Comunityprtnrshp,NULL,356008,178004.0000,270073.0000,85935.0000,NULL,43140,21570.0000,NULL,0,2,1,1,0
161,"Senate & Curriculum Services",NULL,354384,88596.0000,107505.0000,83258.0000,81810.5000,26042,6510.5000,NULL,0,4,1,1,2
297,"Fac Med Communications",NULL,350185,87546.2500,87088.3333,88920.0000,NULL,8065,2016.2500,NULL,0,4,1,3,0
300,"Nephrology Division",NULL,348325,116108.3333,130102.0000,91769.0000,126454.0000,0,0.0000,NULL,0,3,1,1,1
289,"Ubc It - Research Systems",NULL,347489,86872.2500,86872.2500,NULL,NULL,7941,1985.2500,NULL,0,4,0,4,0
331,"Hematology Division",NULL,346420,173210.0000,208032.0000,138388.0000,NULL,1328,664.0000,NULL,0,2,1,1,0
311,"Medical Postgraduate Education",NULL,345647,115215.6667,159436.0000,93105.5000,NULL,22478,7492.6667,NULL,0,3,2,1,0
358,"C+Cp Development Services",NULL,344815,114938.3333,120650.0000,103515.0000,NULL,10177,3392.3333,NULL,0,3,1,2,0
247,"Evaluation Studies Unit",NULL,344780,86195.0000,95212.0000,75638.0000,78718.0000,14300,3575.0000,NULL,0,4,1,2,1
228,"Ubc Utilities - Nexterra",NULL,344329,86082.2500,86082.2500,NULL,NULL,923,230.7500,NULL,0,4,0,4,0
246,Ubco-Ofcprovst&Vprncplacdmc,NULL,343189,171594.5000,NULL,225573.0000,117616.0000,10952,5476.0000,NULL,0,2,1,0,1
147,"Vaccine Evaluation Centre",NULL,343001,85750.2500,NULL,86310.6667,84069.0000,8064,2016.0000,NULL,0,4,3,0,1
163,"Building Ops - Electrician",NULL,341884,85471.0000,82146.6667,NULL,95444.0000,1625,406.2500,NULL,0,4,0,3,1
277,"Strategic Partnerships",NULL,341003,113667.6667,131725.0000,77553.0000,NULL,19030,6343.3333,NULL,0,3,1,2,0
233,"Library - Borrower Services",NULL,335687,111895.6667,95643.0000,120022.0000,NULL,3287,1095.6667,NULL,0,3,2,1,0
255,"Centre For Disease Control",NULL,332639,83159.7500,75666.0000,85712.5000,85548.0000,11374,2843.5000,NULL,0,4,2,1,1
144,Ubco-Fac.Ofhealth-Dean'Soffice,NULL,331622,165811.0000,165811.0000,NULL,NULL,44981,22490.5000,NULL,0,2,0,2,0
342,"Ubc It - Web Services",NULL,328145,82036.2500,79505.0000,NULL,89630.0000,921,230.2500,NULL,0,4,0,3,1
62,"Devlpmtl Neurosci&Child Health",NULL,327909,81977.2500,NULL,80460.0000,82483.0000,6355,1588.7500,NULL,0,4,1,0,3
245,"W.M.Young Ctr, Applied Ethics",NULL,323725,161862.5000,161862.5000,NULL,NULL,5242,2621.0000,NULL,0,2,0,2,0
333,"Faculty Relations",NULL,323173,107724.3333,111239.0000,105967.0000,NULL,10911,3637.0000,NULL,0,3,2,1,0
256,"Library - University  Archives",NULL,321800,107266.6667,107266.6667,NULL,NULL,8136,2712.0000,NULL,0,3,0,3,0
111,"Library - Education",NULL,317304,105768.0000,124846.0000,88992.0000,103466.0000,6408,2136.0000,NULL,0,3,1,1,1
390,"Fine Arts Gallery",NULL,314879,78719.7500,79719.0000,77720.5000,NULL,9060,2265.0000,NULL,0,4,2,2,0
364,"Green College",NULL,310708,155354.0000,155354.0000,NULL,NULL,2975,1487.5000,NULL,0,2,0,2,0
368,"Building Ops - Custodial",NULL,308594,102864.6667,NULL,91244.0000,108675.0000,3422,1140.6667,NULL,0,3,1,0,2
131,"Service Layer-Enrolment Serv",NULL,307068,102356.0000,85505.0000,110781.5000,NULL,9994,3331.3333,NULL,0,3,2,1,0
248,"University Research Forest",NULL,298663,99554.3333,109215.5000,80232.0000,NULL,8220,2740.0000,NULL,0,3,1,2,0
269,"Security Services",NULL,291801,97267.0000,97267.0000,NULL,NULL,12000,4000.0000,NULL,0,3,0,3,0
181,"Fac Med Faculty Affairs",NULL,290348,96782.6667,NULL,81087.0000,128174.0000,6856,2285.3333,NULL,0,3,2,0,1
250,"Ubc Press",NULL,290224,96741.3333,NULL,96741.3333,NULL,21835,7278.3333,NULL,0,3,3,0,0
273,"Library - Asian",NULL,286150,95383.3333,NULL,90307.0000,105536.0000,6899,2299.6667,NULL,0,3,2,0,1
278,Ethics,NULL,285776,95258.6667,NULL,95258.6667,NULL,5119,1706.3333,NULL,0,3,3,0,0
288,"Student Housing",NULL,276953,92317.6667,75634.0000,126024.0000,75295.0000,6870,2290.0000,NULL,0,3,1,1,1
350,"Planning & Institutional Rsrch",NULL,272281,90760.3333,NULL,76488.0000,97896.5000,20930,6976.6667,NULL,0,3,1,0,2
171,"Building Ops - Bldg Mgt Sys",NULL,269423,89807.6667,89807.6667,NULL,NULL,6336,2112.0000,NULL,0,3,0,3,0
315,"University Community Services",NULL,267806,133903.0000,NULL,133903.0000,NULL,11792,5896.0000,NULL,0,2,2,0,0
261,"Building Ops - Gardener",NULL,264807,88269.0000,88269.0000,NULL,NULL,3800,1266.6667,NULL,0,3,0,3,0
257,"Library - Xwi7Xwa",NULL,263476,87825.3333,NULL,87825.3333,NULL,8884,2961.3333,NULL,0,3,3,0,0
363,"Equity Office",NULL,261729,87243.0000,93333.0000,79945.0000,88451.0000,668,222.6667,NULL,0,3,1,1,1
396,"St. John'S College",NULL,258268,129134.0000,169622.0000,88646.0000,NULL,8168,4084.0000,NULL,0,2,1,1,0
361,Icord,NULL,256561,85520.3333,96078.0000,84313.0000,76170.0000,1974,658.0000,NULL,0,3,1,1,1
214,"Ubc It - Stdnt Hous&Hosp Srv",NULL,255940,85313.3333,89005.5000,77929.0000,NULL,12949,4316.3333,NULL,0,3,1,2,0
325,"Ubco - Finance",NULL,253298,84432.6667,90811.0000,81243.5000,NULL,7749,2583.0000,NULL,0,3,2,1,0
268,"Building Ops - Firelifesafety",NULL,252619,84206.3333,84206.3333,NULL,NULL,403,134.3333,NULL,0,3,0,3,0
324,"Building Ops - Shift Engineer",NULL,246278,82092.6667,82092.6667,NULL,NULL,509,169.6667,NULL,0,3,0,3,0
229,"Associate Vp Alumni Affairs",NULL,245522,122761.0000,99379.0000,NULL,146143.0000,32251,16125.5000,NULL,0,2,0,1,1
353,"Financial Reporting",NULL,245371,81790.3333,NULL,80893.0000,83585.0000,4749,1583.0000,NULL,0,3,2,0,1
166,"Sprt Prog To Advnc Rsrch",NULL,245184,245184.0000,245184.0000,NULL,NULL,4059,4059.0000,NULL,0,1,0,1,0
389,"Payment And Procurement Svcs",NULL,245129,122564.5000,167291.0000,77838.0000,NULL,10333,5166.5000,NULL,0,2,1,1,0
319,"Chan Centre For Performg Arts",NULL,234558,117279.0000,NULL,117279.0000,117279.0000,18813,9406.5000,NULL,0,2,1,0,1
192,"Ubc It - Digital Media Tech",NULL,229546,114773.0000,124442.0000,NULL,105104.0000,8983,4491.5000,NULL,0,2,0,1,1
175,"Office Of The Comptroller",NULL,222015,222015.0000,222015.0000,NULL,NULL,9025,9025.0000,NULL,0,1,0,1,0
347,"Rehabilitation Medicine Div",NULL,221069,221069.0000,221069.0000,NULL,NULL,9858,9858.0000,NULL,0,1,0,1,0
160,"Vanc Coastal Health Resch Inst",NULL,220304,110152.0000,NULL,138403.0000,81901.0000,0,0.0000,NULL,0,2,1,0,1
130,"Go Global: Internl Lrng Prog",NULL,213067,106533.5000,NULL,106533.5000,NULL,12483,6241.5000,NULL,0,2,2,0,0
338,"Ubco - Athletics & Recreation",NULL,210584,105292.0000,105292.0000,NULL,NULL,26553,13276.5000,NULL,0,2,0,2,0
221,"Science Coop",NULL,204775,102387.5000,127365.0000,77410.0000,NULL,9894,4947.0000,NULL,0,2,1,1,0
263,"Ubco - Housing & Conferences",NULL,201954,100977.0000,NULL,87991.0000,113963.0000,17824,8912.0000,NULL,0,2,1,0,1
213,"Ubc It -  Hr & Payroll Systems",NULL,199670,99835.0000,NULL,99835.0000,NULL,0,0.0000,NULL,0,2,2,0,0
223,"Childcare Serv-Central Office",NULL,197139,98569.5000,NULL,82278.0000,114861.0000,0,0.0000,NULL,0,2,1,0,1
280,"Library - Music,Art&Architctr",NULL,194409,97204.5000,NULL,97204.5000,NULL,3864,1932.0000,NULL,0,2,2,0,0
341,"Library - Rare Books &Spcl Col",NULL,193440,96720.0000,NULL,96720.0000,NULL,5078,2539.0000,NULL,0,2,2,0,0
374,"Infrastructure Development",NULL,193285,193285.0000,193285.0000,NULL,NULL,2799,2799.0000,NULL,0,1,0,1,0
244,"Building Ops - Refrigratn Mech",NULL,191194,95597.0000,96186.0000,NULL,95008.0000,429,214.5000,NULL,0,2,0,1,1
96,"Arts Academic Advising",NULL,191078,95539.0000,NULL,95539.0000,NULL,6940,3470.0000,NULL,0,2,2,0,0
190,"Centre For Disease Modeling",NULL,190232,95116.0000,NULL,95116.0000,NULL,1330,665.0000,NULL,0,2,2,0,0
307,"Ubco-Gradstudies-Dean'S Office",NULL,189698,189698.0000,NULL,189698.0000,NULL,10267,10267.0000,NULL,0,1,1,0,0
110,"Ctr For Community Engaged Lrn",NULL,189685,94842.5000,NULL,94842.5000,NULL,16970,8485.0000,NULL,0,2,2,0,0
410,"Ubco-Appl.Scie.,Dean'S Office",NULL,189615,189615.0000,189615.0000,NULL,NULL,5157,5157.0000,NULL,0,1,0,1,0
285,"Finance (Vp Fro)",NULL,189006,94503.0000,NULL,97742.0000,91264.0000,3634,1817.0000,NULL,0,2,1,0,1
349,"International Office",NULL,188199,94099.5000,106727.0000,81472.0000,NULL,7746,3873.0000,NULL,0,2,1,1,0
198,"C+Cp Campus Progrm & Animation",NULL,187010,93505.0000,NULL,93505.0000,NULL,6811,3405.5000,NULL,0,2,2,0,0
330,"Coop Education Program",NULL,185843,92921.5000,NULL,92921.5000,NULL,14944,7472.0000,NULL,0,2,2,0,0
290,"Life Science Institute",NULL,185442,92721.0000,104225.0000,81217.0000,NULL,9573,4786.5000,NULL,0,2,1,1,0
237,"Ubco-Sustainability Institute",NULL,183959,183959.0000,183959.0000,NULL,NULL,11372,11372.0000,NULL,0,1,0,1,0
335,Bookstore,NULL,183468,91734.0000,NULL,91734.0000,NULL,10900,5450.0000,NULL,0,2,2,0,0
391,"Allergy And Immunology Unit",NULL,181238,181238.0000,NULL,NULL,181238.0000,0,0.0000,NULL,0,1,0,0,1
212,"Fac Med Research Office",NULL,180243,90121.5000,NULL,90121.5000,NULL,3773,1886.5000,NULL,0,2,2,0,0
146,"Ubco - Facilities Management",NULL,179209,89604.5000,89604.5000,NULL,NULL,9113,4556.5000,NULL,0,2,0,2,0
320,"Ubco-Off.Of Campusops&Riskmgmt",NULL,179142,89571.0000,77911.0000,101231.0000,NULL,4930,2465.0000,NULL,0,2,1,1,0
85,"Arts Co-Op",NULL,178961,89480.5000,NULL,89480.5000,NULL,8359,4179.5000,NULL,0,2,2,0,0
378,"Student Financial Services",NULL,178451,89225.5000,NULL,89225.5000,NULL,4028,2014.0000,NULL,0,2,2,0,0
267,"Institutional Programs",NULL,177581,88790.5000,88790.5000,NULL,NULL,3536,1768.0000,NULL,0,2,0,2,0
185,"Cont. Professional Development",NULL,177329,88664.5000,NULL,100451.0000,76878.0000,5373,2686.5000,NULL,0,2,1,0,1
299,"Biomedical Research Centre",NULL,176351,88175.5000,88175.5000,NULL,NULL,0,0.0000,NULL,0,2,0,2,0
401,"Ubc Utilities - Electrical",NULL,176322,88161.0000,88161.0000,NULL,NULL,963,481.5000,NULL,0,2,0,2,0
379,"Ubco - University Relations",NULL,175891,87945.5000,95073.0000,80818.0000,NULL,2873,1436.5000,NULL,0,2,1,1,0
354,"Cntr Organizational Excellence",NULL,175832,87916.0000,NULL,87916.0000,NULL,342,171.0000,NULL,0,2,2,0,0
385,"Ubc It - Solutions&Integration",NULL,175134,87567.0000,87567.0000,NULL,NULL,0,0.0000,NULL,0,2,0,2,0
332,"Ubc At Robson Square",NULL,174903,87451.5000,NULL,87451.5000,NULL,2297,1148.5000,NULL,0,2,2,0,0
200,"Revenue Accounting",NULL,173919,86959.5000,86959.5000,NULL,NULL,4421,2210.5000,NULL,0,2,0,2,0
327,"Pacific Inst For Math Sciences",NULL,172433,172433.0000,172433.0000,NULL,NULL,14139,14139.0000,NULL,0,1,0,1,0
72,"Ubco - Security",NULL,172164,86082.0000,86082.0000,NULL,NULL,9682,4841.0000,NULL,0,2,0,2,0
76,"C+Cp Consultation",NULL,170461,85230.5000,NULL,85230.5000,NULL,1288,644.0000,NULL,0,2,2,0,0
397,"International Stdnt Dvlpmt",NULL,170340,85170.0000,79479.0000,90861.0000,NULL,7141,3570.5000,NULL,0,2,1,1,0
393,"Ubco-Avp Fin & Operations Off.",NULL,166823,166823.0000,166823.0000,NULL,NULL,9662,9662.0000,NULL,0,1,0,1,0
236,"Ubco - Avp Students Office",NULL,163838,163838.0000,163838.0000,NULL,NULL,27266,27266.0000,NULL,0,1,0,1,0
317,"Building Ops - Elevator Electr",NULL,162796,81398.0000,81398.0000,NULL,NULL,440,220.0000,NULL,0,2,0,2,0
306,"Student Recruitment",NULL,160853,80426.5000,NULL,80426.5000,NULL,30660,15330.0000,NULL,0,2,2,0,0
270,"Building Ops - Mech Maint",NULL,159563,79781.5000,79781.5000,NULL,NULL,175,87.5000,NULL,0,2,0,2,0
365,"Ubc It - Audio Visual",NULL,158366,79183.0000,79183.0000,NULL,NULL,2714,1357.0000,NULL,0,2,0,2,0
386,"Ubc It - It Transformation&Pmo",NULL,157365,157365.0000,157365.0000,NULL,NULL,2356,2356.0000,NULL,0,1,0,1,0
129,"Adv.Materials & Proc.Eng Lab",NULL,156934,78467.0000,78467.0000,NULL,NULL,0,0.0000,NULL,0,2,0,2,0
140,"Dm Centre For Brain Health",NULL,154300,77150.0000,76941.0000,77359.0000,NULL,0,0.0000,NULL,0,2,1,1,0
194,"Ctr Intractvrsrch On Sustnblty",NULL,147805,147805.0000,147805.0000,NULL,NULL,9158,9158.0000,NULL,0,1,0,1,0
275,"Dental Clinic",NULL,144330,144330.0000,NULL,144330.0000,NULL,2911,2911.0000,NULL,0,1,1,0,0
301,"Management Reporting & Budget",NULL,143884,143884.0000,143884.0000,NULL,NULL,1146,1146.0000,NULL,0,1,0,1,0
249,"Government Relations",NULL,140073,140073.0000,NULL,NULL,140073.0000,21780,21780.0000,NULL,0,1,0,0,1
405,"Ubc It - Academic Systems Mgmt",NULL,133895,133895.0000,133895.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
371,"(I)Math & Science Education",NULL,131839,131839.0000,NULL,131839.0000,NULL,3902,3902.0000,NULL,0,1,1,0,0
355,"Neurodevelopment Network",NULL,131037,131037.0000,NULL,131037.0000,NULL,5284,5284.0000,NULL,0,1,1,0,0
366,"Fincl Rprtng & Revenue Acctng",NULL,124500,124500.0000,124500.0000,NULL,NULL,458,458.0000,NULL,0,1,0,1,0
413,"Community Partnership",NULL,123821,123821.0000,NULL,123821.0000,NULL,19824,19824.0000,NULL,0,1,1,0,0
402,"Neurosci,Mental Health&Addictn",NULL,123204,123204.0000,NULL,123204.0000,NULL,36424,36424.0000,NULL,0,1,1,0,0
406,"Ubco-Deputy Registrar",NULL,117928,117928.0000,117928.0000,NULL,NULL,8646,8646.0000,NULL,0,1,0,1,0
231,"Ceremonies Office",NULL,115243,115243.0000,NULL,115243.0000,NULL,8325,8325.0000,NULL,0,1,1,0,0
395,"Integrated Fac Fin Officiers",NULL,115077,115077.0000,115077.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
376,"Research And Trust Accounting",NULL,113431,113431.0000,NULL,113431.0000,NULL,5195,5195.0000,NULL,0,1,1,0,0
308,"Ubco-Univ. Indust.Liaison Off.",NULL,113128,113128.0000,113128.0000,NULL,NULL,17306,17306.0000,NULL,0,1,0,1,0
382,"Faculty Pension Plan Board",NULL,106478,106478.0000,NULL,106478.0000,NULL,3553,3553.0000,NULL,0,1,1,0,0
403,"(I)Information Systems Mngmt",NULL,106035,106035.0000,106035.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
411,Payroll,NULL,105566,105566.0000,NULL,105566.0000,NULL,6804,6804.0000,NULL,0,1,1,0,0
369,"Ubc It - Creative Media",NULL,105103,105103.0000,105103.0000,NULL,NULL,5157,5157.0000,NULL,0,1,0,1,0
216,"(I)Bio-Resource Engineering",NULL,105050,105050.0000,NULL,NULL,105050.0000,0,0.0000,NULL,0,1,0,0,1
48,"Communication Services",NULL,104694,104694.0000,NULL,104694.0000,NULL,3166,3166.0000,NULL,0,1,1,0,0
392,"Finance (Enrolment Services)",NULL,104345,104345.0000,NULL,104345.0000,NULL,2467,2467.0000,NULL,0,1,1,0,0
352,"Ubc Learning Exchange",NULL,104140,104140.0000,NULL,104140.0000,NULL,385,385.0000,NULL,0,1,1,0,0
227,"(I) Library - Data",NULL,102065,102065.0000,NULL,102065.0000,NULL,2941,2941.0000,NULL,0,1,1,0,0
271,"Pacific Educational Press",NULL,100432,100432.0000,NULL,100432.0000,NULL,5424,5424.0000,NULL,0,1,1,0,0
408,"Ubco-Health & Wellness",NULL,99839,99839.0000,99839.0000,NULL,NULL,3754,3754.0000,NULL,0,1,0,1,0
254,"Agassiz Dairy Educ Rsch Ctr",NULL,98248,98248.0000,98248.0000,NULL,NULL,1864,1864.0000,NULL,0,1,0,1,0
373,"Ubco - Planning&Institn'L Res",NULL,97613,97613.0000,NULL,97613.0000,NULL,7272,7272.0000,NULL,0,1,1,0,0
303,"Finance (It)",NULL,96818,96818.0000,NULL,96818.0000,NULL,2894,2894.0000,NULL,0,1,1,0,0
316,"Building Ops - Constructn Ofc",NULL,94909,94909.0000,94909.0000,NULL,NULL,219,219.0000,NULL,0,1,0,1,0
328,"Library - Music",NULL,94401,94401.0000,94401.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
293,"Ubcv - Strategic Sourcing",NULL,93378,93378.0000,93378.0000,NULL,NULL,160,160.0000,NULL,0,1,0,1,0
203,"Ubc It - Service Centre",NULL,92702,92702.0000,NULL,92702.0000,NULL,1289,1289.0000,NULL,0,1,1,0,0
399,"Continuing Dental Educ",NULL,92561,92561.0000,NULL,92561.0000,NULL,17059,17059.0000,NULL,0,1,1,0,0
302,"Ubco - Southrn Medical Program",NULL,92545,92545.0000,NULL,92545.0000,NULL,6426,6426.0000,NULL,0,1,1,0,0
384,"Medical Animal Facility",NULL,92374,92374.0000,92374.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
362,"Finance (Provost Finance)",NULL,92249,92249.0000,NULL,92249.0000,NULL,3081,3081.0000,NULL,0,1,1,0,0
180,"Humanities 101 Program",NULL,91937,91937.0000,NULL,91937.0000,NULL,14053,14053.0000,NULL,0,1,1,0,0
404,"Library - David Lam",NULL,91865,91865.0000,NULL,NULL,91865.0000,4622,4622.0000,NULL,0,1,0,0,1
387,"Global Resource Systems",NULL,90805,90805.0000,NULL,90805.0000,NULL,8630,8630.0000,NULL,0,1,1,0,0
168,"Ctr For Highthroughput Biology",NULL,90364,90364.0000,90364.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
143,"Ubco - Sustainability",NULL,89463,89463.0000,NULL,89463.0000,NULL,8185,8185.0000,NULL,0,1,1,0,0
321,"Ubco - Bookstore",NULL,89394,89394.0000,NULL,NULL,89394.0000,2202,2202.0000,NULL,0,1,0,0,1
400,(I)Itservices,NULL,89314,89314.0000,NULL,NULL,89314.0000,3895,3895.0000,NULL,0,1,0,0,1
222,"Ubc It - Communications",NULL,89274,89274.0000,89274.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
225,"Financial Systems",NULL,89040,89040.0000,NULL,89040.0000,NULL,5431,5431.0000,NULL,0,1,1,0,0
351,"Ehealth Strategy Office",NULL,87493,87493.0000,NULL,87493.0000,NULL,0,0.0000,NULL,0,1,1,0,0
367,"Wine Research Centre",NULL,87464,87464.0000,NULL,NULL,87464.0000,0,0.0000,NULL,0,1,0,0,1
336,Ubco-Studentrecruitmentadvsng,NULL,86927,86927.0000,NULL,86927.0000,NULL,15900,15900.0000,NULL,0,1,1,0,0
260,Librarycommunications&Marketng,NULL,86899,86899.0000,86899.0000,NULL,NULL,335,335.0000,NULL,0,1,0,1,0
240,"College Of Health Disciplines",NULL,86622,86622.0000,NULL,NULL,86622.0000,3907,3907.0000,NULL,0,1,0,0,1
295,"Ubc Utilities - Water",NULL,85043,85043.0000,85043.0000,NULL,NULL,355,355.0000,NULL,0,1,0,1,0
337,"Child Family Health Initiative",NULL,84848,84848.0000,84848.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
61,"Ubco - Payments&Procurement",NULL,84259,84259.0000,84259.0000,NULL,NULL,6940,6940.0000,NULL,0,1,0,1,0
412,"Ubc Mri Research Centre",NULL,83328,83328.0000,83328.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
346,"Ubco-Officeof Researchservices",NULL,82699,82699.0000,NULL,82699.0000,NULL,6879,6879.0000,NULL,0,1,1,0,0
357,"Pharm Sc, Dean'S Office",NULL,82690,82690.0000,NULL,82690.0000,NULL,0,0.0000,NULL,0,1,1,0,0
310,"Rederivation Facility",NULL,82661,82661.0000,NULL,82661.0000,NULL,58,58.0000,NULL,0,1,1,0,0
309,"Ctr For Comparative Medicine",NULL,82475,82475.0000,82475.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
370,"Modified Barrier Facility",NULL,82475,82475.0000,NULL,NULL,82475.0000,0,0.0000,NULL,0,1,0,0,1
170,"Procure To Pay Client Services",NULL,82473,82473.0000,NULL,82473.0000,NULL,160,160.0000,NULL,0,1,1,0,0
383,"Grad Programs & Resrch",NULL,82375,82375.0000,82375.0000,NULL,NULL,2460,2460.0000,NULL,0,1,0,1,0
60,"Medical Admissions",NULL,81366,81366.0000,81366.0000,NULL,NULL,11788,11788.0000,NULL,0,1,0,1,0
44,"Ubco - Intl'L Stdnt Initiative",NULL,80753,80753.0000,NULL,80753.0000,NULL,14913,14913.0000,NULL,0,1,1,0,0
398,"Library - Circulation Division",NULL,80531,80531.0000,NULL,NULL,80531.0000,161,161.0000,NULL,0,1,0,0,1
394,"Ubco - Enrolment Services",NULL,78944,78944.0000,NULL,NULL,78944.0000,5568,5568.0000,NULL,0,1,0,0,1
372,"Health Servcs & Plcy Res Ctr",NULL,78298,78298.0000,NULL,78298.0000,NULL,11742,11742.0000,NULL,0,1,1,0,0
217,"Canadian Literature",NULL,77477,77477.0000,NULL,77477.0000,NULL,1230,1230.0000,NULL,0,1,1,0,0
151,"Ubco - Communityservlearnprog",NULL,76747,76747.0000,76747.0000,NULL,NULL,2877,2877.0000,NULL,0,1,0,1,0
381,"Beaty Biodiversity Museum",NULL,76147,76147.0000,NULL,76147.0000,NULL,484,484.0000,NULL,0,1,1,0,0
12,"Ubco-Student Srvs&Finclsuprt",NULL,75895,75895.0000,NULL,75895.0000,NULL,6630,6630.0000,NULL,0,1,1,0,0
375,"Ubco - Risk Management Serv.",NULL,75762,75762.0000,NULL,75762.0000,NULL,1226,1226.0000,NULL,0,1,1,0,0
